symptoms	sentences
disgusting	Stomach mirrors were diagnosed with 12 finger ulcers A2, rotting stomach inflammation, with six weeks ending with rubella and Scalar. Now it's half a bowl of oatmeal, nausea, vomiting, and Martini ne, okay? Thank you.
stomach ache,abdominal distention	The doctor said I'd just take it for six weeks, then I'm making a stomach mirror, but I'm just going to stay home for the new coronary pneumonia. I'm having a stomach ache. After six weeks, it doesn't hurt, but what about a stomach ailment?
difficult eating,abdominal distention	Is it normal that I can't eat now? Thank you!
stomach ache,abdominal distention	Eat something, drink water and vomit. The stomach is swollen, it doesn't hurt.(Men, 21 years old)
counter-current	I don't know what to say.
hemorrhoid	Because I have hemorrhoids, I eat more conservatively.
hiccup	Don't burp.
loose stool,diarrhea,heat,blood in stool,abdominal pain	Hello, doctor. I've had diarrhea for about six to eight days a day, with water and blood, hair and stomach pain for one day, no vomiting, oral displacing, Omeprazole, two doses of scalding treatment, blood regular reminder C reacting to mildly elevated proteins, other normal. Last night there was a fever of 38.1 disinfection needle (M, 22 years old)
heat	It's already gone.
heat	Heated last night, then hit a disinfectant, and it's still not hot.
loose stool,abdominal pain	Do I drink more water as soon as I drink water and then my abdominal pain becomes watery?
difficult eating,disgusting	I've been sick and sick, and I can't eat. No possibility of pregnancy (female, 21 years old)
heat	There was a wind the other day, some fever.
disgusting	But if it doesn't burn now, it still gets nauseous sometimes.
difficult eating	The main symptoms are that they can't eat and feel empty in their stomachs.
difficult eating	Stuttering back.
counter-current	Acid has, and the others don't.
frustration,difficult eating	You can't eat, you can't feed, you can't do anything without energy.
diarrhea,ventilation	It's always diarrhea, and it's diarrhea when you eat something irritating. And it's often dark shit farts.(Men, 31 years old)
diarrhea	Three years ago colonoscopy was colonies, then it was better to take some medicine and have more irritating food and diarrhea. There have been no recent blood routines and excreta.
diarrhea,heat,abdominal pain,counter-current,hot heart	No fever, the symptoms were lighter than last night. No alcohol, no abdominal acid fever and diarrhea. There's a burning heart.
hot heart	After a long stay in the house, the heart is dry, and it's better to go out and blow the cold wind for a while.
diarrhea,heat	Make sure there's no fever and no rheumatism.
gastrointestinal discomfort	No, it's just the stomach doesn't feel good, and it doesn't hurt.
diarrhea,gastrointestinal discomfort	It's normal to have chronic diarrhea in days when I'm having a bad spleen.
diarrhea,abdominal pain	The morning rises with special pains, no diarrhea, and vomiting. What's going on?
diarrhea	It's yellow water, not diarrhea.
diarrhea,ventilation,abdominal pain	Diarrhea, about every three hours, smells of skin yeggs, rare, like yellow mud water, pulls out a lot of blisters... stomach aches, ass hiccups, two days... and four packs of noon tea hasn't improved.
difficult eating,disgusting	I don't have any nausea symptoms, just a little less appetite. What do you want?
diarrhea	It's diarrhea. It hurts when you're done with your ass.
abdominal distention	Last night, my stomach was swollen, and I didn't feel digestive. I used to feel a little more digestive at dinner. Yesterday it was particularly clear that it wasn't digestive, but I didn't eat much yesterday.
loose stool	I'm sorry, I'm sorry.
disgusting	What's the matter with your mouth, your tongue, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth, your mouth?
blood in stool	It's not like there's red after the blood. It's not three times a month.
hemorrhoid	I'm so happy to see you.
abdominal pain	I'd like to ask how I feel when I'm in pain with gel.
diarrhea	And sometimes I feel like I'm going to have to take a diarrhea.
abdominal pain	How do I feel every once in a while?
stomach ache,abdominal distention	Stomach swelling, vomiting, uterus MoMA surgery, and possibly cold tonight because it's cold back.
abdominal pain	Abdominal pain had previously occurred, and the doctor said that the fire had caused the cervical inflammation, but not vomiting, which had occurred this time.
abdominal distention,abdominal pain	Only abdominal pain, nothing else.
abdominal pain	Oh, okay, well, that's not an emergency now, is it? What do you need to do if you don't have a diarrhea tomorrow?
loose stool	Under the belly button there was a spat of pain, the shit was so thin, the pain was so many times a day, the toilet was so little, it was soothing that it was so frequent.(Men, 29 years old)
loose stool,gastrointestinal discomfort,abdominal pain	It's been a long time since the turds were decomposed, and a year or so before there was a feeling that something was not feeling well on top of the belly, but it never hurt, especially when the clothes were put on the stomach, the clothes were the same, the clothes were taken off, the stomach was sore, the toilet was sore every day, it was so light, it was so light, it was so light.
abdominal distention	It's a tummy.
difficult eating	And the doctor, I can't eat these two days, I'm always choking.
difficult eating	I don't want to eat either.
heat	I'm sorry, I'm sorry.
disgusting,stomach ache	Doctor, you took a lot of painkillers last night, threw up all night, and you've been twitching until now, and then you've been having a stomach ache, and you've been throwing up, and you've been having sour, and you've been eating a little orange, and you've been feeling very comfortable, and you've had a little lemon pulse, and you're lying in bed.
indigestion	You don't have a big stomach to eat.
abdominal distention	It's just a little of a swollen stomach that hasn't had a lot of defecation in the last two days.
counter-current	It's acidic when you eat oatmeal. You're not feeling well. What's going on?
abdominal distention	I don't know.
abdominal distention,abdominal pain	My stomach's so swollen, I can't feel it. What should I do?
abdominal distention,abdominal pain	Symptoms are tummy pains, drummers.
abdominal pain	At 62, a woman's stomach hurts at 2-3 p.m. every night. At 5.06 p.m., it hurts again. At about 7.8 centimeters or so, two years ago, the intestinal mirrors were checked out of them and recently checked out. No problems. After taking medicine to improve the gastrointestinal abstinence for a while, it's still bad.
disgusting	No nausea.
disgusting,stomach ache	It's a pain in the stomach. It's disgusting in the morning.
hot heart	I'm sorry for your loss.
hot heart	There was no heart burn before.
hot heart	I'm sorry, I'm sorry.
diarrhea,abdominal pain	Abdominal pain, grunt, what's the reason for diarrhea? What's the pill?
loose stool	Pull the water like that.
abdominal pain	It's mostly the upper abdominal pain. Sweat.
diarrhea,stomach ache	Why does it hurt? And diarrhea.
blood in stool,gastrointestinal discomfort,abdominal distention,abdominal pain	I can't tell you how much pain it hurts, some constipation, a little of blood on my ass when I get back to my house today, a little of blood on my ass, a little blood on my ass after the shit, a red blood in the shit, a blood clot on my stomach, not knowing if it's blood or not, a slime mixed with red blood on the paper two days ago, and a smell of eggs.
